Shipment_ID,Distance_km,Weight_kg,Mode_of_Transport,Origin,Destination,Fuel_Price_per_Liter,Demand_Fluctuation,Traffic_Conditions,Warehouse_Processing_Time,Customs_Clearance_Delay,Packaging_Cost,Freight_Insurance_Cost,Freight_Cost_USD
SHIP00243,3827,2269,Rail,Kolkata,Los Angeles,1.67,0.861592836752252,Low,3,0,69.98,582.2,856.67
SHIP00244,2919,1437,Rail,Mumbai,New York,1.73,1.18134781000656,Low,5,1,412.04,748.86,892.09
SHIP00245,,4324,Road,Kolkata,Los Angeles,1.31,1.17196909433917,High,8,1,412.03,865.27,836.11
SHIP00246,3841,2335,Rail,Bangalore,London,0.74,1.14835112510429,High,7,4,461.94,790.1,510.73
SHIP00247,,3256,Road,Delhi,London,0.9,0.969063367475579,Medium,2,0,74.82,279.1,229.73
SHIP00248,4117,2974,Sea,Mumbai,Los Angeles,1.93,1.13687136422028,Low,4,2,362.76,288.53,1844.41
SHIP00249,210,329,Sea,Chennai,New York,0.84,1.05122342361144,Low,7,1,445.65,219.5,49.6
SHIP00250,4543,1668,Air,Kolkata,Los Angeles,0.59,0.882157895726696,High,9,4,225.8,235.47,839.58
SHIP00251,1350,2837,Air,Mumbai,Singapore,1.33,1.10995320782117,Medium,7,4,170.85,814.32,1226.09
SHIP00252,4961,420,Road,Delhi,New York,0.89,0.962437998041231,Low,8,3,360.1,582.37,442.93
SHIP00253,4037,3233,Air,Mumbai,New York,1.94,0.916865828292884,Medium,9,0,209.19,172.24,3016.8
SHIP00254,1577,,Sea,Kolkata,Los Angeles,1.36,1.15131688651575,Medium,1,4,228.25,343.56,826.5
SHIP00255,,1753,Road,Bangalore,Dubai,,1.14491090948571,Medium,3,2,363.8,123.47,478.78
SHIP00256,4546,2318,Road,Chennai,Los Angeles,1.68,1.1457492976896,High,6,0,231.74,836.39,1098.13
SHIP00257,4785,353,Rail,Bangalore,Dubai,1.58,1.14380942415889,High,8,2,413.89,634.61,1075.98
SHIP00258,3154,3824,Road,Bangalore,New York,1.75,1.02169163776174,Low,7,4,355.51,206.2,905.78
SHIP00259,2785,1398,Air,Kolkata,London,1.41,1.046768131311,Medium,6,0,473.97,845.33,1542.66
SHIP00260,4605,2472,Sea,Bangalore,London,0.52,1.17954622479689,Medium,4,4,274.1,902.13,537.4
SHIP00261,1004,3678,Air,Bangalore,Los Angeles,1.09,0.851736453138823,Medium,8,4,332.64,720.2,791.83
SHIP00262,4615,2478,Sea,Kolkata,Dubai,0.83,1.12250455467611,Low,4,4,39.02,522.74,818.11
SHIP00263,3496,3083,Rail,Kolkata,Los Angeles,1.15,1.0105070954431,Low,6,1,388.71,783.74,702.48
SHIP00264,1095,718,Sea,Delhi,Singapore,1.21,1.19136301118402,Medium,3,1,314.84,414.12,314.4
SHIP00265,1743,549,Rail,Bangalore,Los Angeles,0.69,1.0556894983467,Medium,7,2,245.63,474.93,176.35
SHIP00266,3486,1464,Air,Mumbai,Los Angeles,0.54,0.865017675865014,Medium,6,1,486.25,458.02,591.08
SHIP00267,612,579,Rail,Chennai,Los Angeles,0.71,1.12619639139166,Low,7,2,203.78,976.29,86.5
SHIP00268,2535,3671,Road,Chennai,Los Angeles,1.79,1.06906862571033,Medium,5,1,76.35,363.84,836.35
SHIP00269,3404,3506,Road,Kolkata,Dubai,1.63,0.85957111570192,Medium,5,4,146.81,521.71,722.55
SHIP00270,275,804,Sea,Kolkata,Dubai,1.7,0.803596864563528,High,2,1,456.26,891.93,138.73
SHIP00271,4943,2397,Air,Delhi,Dubai,0.91,1.01745891894628,Medium,6,3,112.72,131.18,1705.9
SHIP00272,1009,4960,Air,Bangalore,Singapore,0.85,0.896595644339591,High,1,4,483.22,325.2,797.7
SHIP00273,4598,776,Sea,Kolkata,Singapore,0.56,1.14689659560797,Medium,7,3,342.94,763.52,480.35
SHIP00274,3117,4876,Road,Kolkata,Los Angeles,1.21,0.900371976631141,High,3,4,108.9,751.46,2295.21427932912
SHIP00275,865,4973,Rail,Chennai,Dubai,1.07,1.06514246195998,High,2,1,42.53,579.09,458.37
SHIP00276,4804,2699,Sea,Bangalore,Singapore,1.75,0.938052042903612,Low,7,0,241.64,709.9,1515.23
SHIP00277,4692,2096,Rail,Delhi,London,1.52,0.940127219972833,Medium,9,2,256.31,319.42,984.29
SHIP00278,3170,2865,Rail,Kolkata,Los Angeles,0.72,0.872725934947797,Medium,1,4,180.92,665.72,347.04
SHIP00279,66,924,Air,Kolkata,New York,1.98,1.00108868965354,Medium,6,0,32.2,95.11,313.97
SHIP00280,1293,3329,Road,Kolkata,Dubai,1.66,1.03170867916183,High,8,0,463.1,986.32,506.51
SHIP00281,2255,3034,Rail,Chennai,Los Angeles,1.58,1.03240547175831,Low,2,1,303.33,658.28,738.35
SHIP00282,2574,2228,Road,Kolkata,Los Angeles,0.82,1.14264406203064,High,5,4,247.38,220.38,345.55
SHIP00283,1119,3857,Air,Kolkata,New York,1.86,1.06093891498131,High,4,0,184.79,735.27,
SHIP00284,3494,657,Sea,Chennai,London,1.21,1.09609513328487,High,3,2,341.67,657.35,760.45
SHIP00285,2615,684,Sea,Kolkata,Singapore,0.95,0.929379278474252,Medium,8,3,268.79,966.06,391.61
SHIP00286,1110,4629,Air,Bangalore,Singapore,1.48,0.968274252371107,High,2,1,425.44,324.49,1472.24
SHIP00287,2377,2777,Air,Bangalore,New York,0.82,0.807317042780282,High,1,1,282.79,103.53,747.83
SHIP00288,3470,1124,Rail,Chennai,New York,1.86,0.831643735708098,Low,1,1,265.7,224.14,748.43
SHIP00289,351,1964,Air,Bangalore,Singapore,1.78,0.954047853994597,Medium,5,2,107.23,447.83,679.11
SHIP00290,4326,638,Sea,Delhi,London,1.2,0.883893493826968,Low,9,1,46.15,275.65,739.02
SHIP00291,656,3281,Road,Kolkata,London,0.79,1.1251837583591,Medium,4,2,113.45,756.11,204.13
SHIP00292,,2354,Road,Delhi,Los Angeles,1.24,1.07059459685107,Low,7,0,89.06,95.15,583.72
SHIP00293,749,3888,Road,Bangalore,New York,0.72,1.18812219189409,Medium,2,4,364.65,172.19,230.37
SHIP00294,1189,2023,Road,Chennai,New York,,1.15481358507752,Medium,3,0,135.3,343.2,228.71
SHIP00295,240,2105,Air,Chennai,New York,1.22,1.19106440941337,High,9,4,341.13,582.25,563.44
SHIP00296,2350,3530,Air,Delhi,Singapore,0.53,0.946110053034984,Low,5,1,294.94,327.23,619.03
SHIP00297,1030,2129,Road,Bangalore,Singapore,,0.99375052540541,Medium,6,0,132.87,583.62,343.43
SHIP00298,3025,3102,Air,Kolkata,Singapore,0.8,0.949050298137869,High,3,2,309.96,345.9,1042.28
SHIP00299,1234,4532,Rail,Bangalore,London,1.8,1.18572229063911,Low,6,1,350.9,772,896.41
SHIP00300,3377,1301,Air,Bangalore,Singapore,0.53,0.96108347760414,Medium,8,0,19,754.5,615.45
SHIP00301,3444,3845,Rail,Chennai,Los Angeles,1.3,0.846704759819822,Medium,1,0,283.65,800.65,708.84
SHIP00302,177,3872,Rail,Mumbai,Singapore,1.66,0.900203957422201,Medium,8,2,388.37,958.84,378.9
SHIP00303,2115,4352,Air,Kolkata,London,0.86,0.969928064039252,High,8,2,65.84,834.55,
SHIP00304,1866,3439,Road,Kolkata,New York,1.56,1.04119759758163,Low,7,0,202.06,837.5,582.38
SHIP00305,619,1830,Rail,Chennai,Los Angeles,1.58,1.04723459090039,Medium,4,2,154.87,412.01,304.58
SHIP00306,,2654,Air,Bangalore,London,1.46,1.10351344701266,Medium,1,3,322.66,345.6,1581.48
SHIP00307,2783,3738,Sea,Chennai,Dubai,1.05,1.05914672210254,Low,2,3,383.21,260.72,776.03
SHIP00308,3913,4938,Road,Bangalore,New York,1.68,0.99661360238493,Low,3,2,482.62,471.48,1068.55
SHIP00309,,1774,Sea,Mumbai,Singapore,1.44,0.812068620270177,Low,5,0,253.85,407.5,992.45
SHIP00310,4064,2834,Rail,Mumbai,London,1.39,1.07801135334362,Low,3,2,362.02,260.25,
SHIP00311,2951,3769,Sea,Delhi,Dubai,1.73,0.834183237071201,Medium,8,2,266.68,51.71,1046.74
SHIP00312,1736,1727,Air,Bangalore,London,0.87,0.987524548960297,High,6,4,185.7,482.83,670.01
SHIP00313,3059,498,Road,Chennai,Singapore,0.85,1.15855848764593,Low,3,3,110.21,981.55,325.76
SHIP00314,204,4737,Rail,Chennai,London,,1.03875155735718,High,2,1,445.07,743.46,346.32
SHIP00315,2587,131,Air,Chennai,Dubai,0.61,0.879585903073843,High,3,1,296.33,942.61,426.96
SHIP00316,1459,1456,Road,Delhi,London,1.01,1.12318328337927,High,2,1,323.88,525.3,248.1
SHIP00317,4107,1530,Rail,Kolkata,Los Angeles,1.11,0.920163649390761,Low,3,2,312.32,987.29,597.14
SHIP00318,834,1129,Rail,Chennai,Los Angeles,1.24,1.03090833568452,High,9,1,126.25,239.22,214.53
SHIP00319,3225,3648,Rail,Mumbai,Singapore,,1.05433955192468,High,1,4,168.23,575.03,562.15
SHIP00320,4391,4564,Rail,Chennai,Dubai,1.86,1.09244859775691,Medium,3,2,423.94,297.44,1627.11
SHIP00321,2856,4233,Sea,Chennai,Dubai,0.93,0.825993028083764,Low,7,0,230.05,267.28,572.96
SHIP00322,587,3730,Sea,Chennai,Dubai,1.78,1.14170685298306,Low,2,0,17.15,938.86,747.46
SHIP00323,1891,2753,Sea,Kolkata,Dubai,1.17,0.845540129718556,Low,3,2,223.91,597.89,484.87
SHIP00324,2505,4360,Rail,Chennai,Dubai,1.58,0.837813572048242,Low,6,3,124.02,129.35,744.21
SHIP00325,574,3806,Sea,Kolkata,New York,0.67,0.982753822289002,Low,2,3,432.42,399.16,244.65
SHIP00326,,1808,Road,Kolkata,London,1.32,0.948872640485318,Medium,1,0,260.96,846.14,
SHIP00327,4181,2649,Rail,Delhi,Dubai,1.94,0.82184546952972,High,2,1,497.12,139.03,1053.34
SHIP00328,4830,2600,Road,Mumbai,Los Angeles,1.5,0.866400208260078,Medium,4,4,25.95,70.8,796.65
SHIP00329,4165,3903,Road,Chennai,London,1.73,0.975685377892754,High,5,2,280.47,853.46,1032.43
SHIP00330,2418,2796,Sea,Chennai,Singapore,0.89,1.13162887143541,Low,1,4,35.74,697.4,576.49
SHIP00331,3897,2342,Rail,Chennai,Singapore,1.7,0.848521751748857,Medium,4,4,149.2,116.61,877.26
SHIP00332,4545,1551,Sea,Kolkata,Dubai,1.03,0.841812149670936,Low,5,4,122.61,224.54,691.98
SHIP00333,2751,4454,Sea,Bangalore,New York,1.23,1.12193176077882,Low,4,2,148.28,117.36,1030.43
SHIP00334,1021,,Sea,Mumbai,New York,0.78,0.996926206467284,High,2,1,490.58,115.99,135.42
SHIP00335,1216,4300,Rail,Chennai,London,1.23,0.944099698683824,High,1,2,146.42,905.08,469.05
SHIP00336,4979,1248,Rail,Bangalore,New York,1.27,0.984541456893424,High,4,0,90.57,765.94,840.7
SHIP00337,2824,164,Sea,Bangalore,Singapore,1.43,0.964338675652358,Medium,2,1,476.16,537.3,601.11
SHIP00338,2032,1463,Road,Bangalore,Dubai,1.8,1.11275766825502,High,9,0,316.36,353.04,553.52
SHIP00339,,4456,Road,Mumbai,Los Angeles,0.96,0.803730944961942,Low,4,4,150.42,630.79,241.58
SHIP00340,4196,1042,Rail,Bangalore,Singapore,1.98,0.973263431449411,High,3,1,333.01,321.29,1090.79
SHIP00341,3786,2397,Air,Chennai,Singapore,1.77,0.863541867283272,High,7,4,396.46,185.09,
SHIP00342,3819,1091,Sea,Chennai,London,1.1,0.923314338831808,High,3,0,18.25,512.43,664.92
SHIP00343,624,61,Sea,Delhi,New York,0.84,0.844868478192297,High,8,2,125.14,853.01,69.67
SHIP00344,3311,3726,Air,Kolkata,Los Angeles,0.61,0.970795240707338,Low,5,1,289.74,700.54,919.19
SHIP00345,1198,4875,Rail,Bangalore,Los Angeles,,1.0573180539406,High,4,4,260.34,795.63,392.08
SHIP00346,1765,3115,Road,Kolkata,New York,1.83,1.06463729341032,Low,1,3,216.43,219.87,647.32
SHIP00347,4827,2086,Rail,Kolkata,Dubai,0.94,1.11869749084421,Medium,5,4,25.11,963.49,740.73
SHIP00348,4983,3096,Road,Kolkata,New York,0.71,1.12600456051069,Medium,9,0,476.03,121.65,522.13
SHIP00349,3904,2400,Road,Kolkata,Dubai,0.53,1.03909338145647,Low,8,0,360.39,534.87,
SHIP00350,2541,590,Rail,Kolkata,Los Angeles,0.95,0.941259998502121,Medium,4,2,497.69,403.53,304.31
SHIP00351,2710,2910,Sea,Chennai,London,0.82,0.820526193944454,High,9,1,438.63,612.64,
SHIP00352,3174,126,Sea,Mumbai,Singapore,0.65,0.814347995010311,High,7,3,291.09,943.75,257.01
SHIP00353,3101,3117,Sea,Bangalore,Los Angeles,1.93,0.845305241850131,High,2,0,182.61,155.06,1140.25
SHIP00354,54,73,Road,Bangalore,Los Angeles,0.9,1.19353257247234,Medium,7,1,90.35,175.47,9.72
SHIP00355,4919,725,Sea,Chennai,Los Angeles,0.51,1.11439097316158,Low,4,3,113.55,368.09,450.25
SHIP00356,926,2444,Road,Chennai,Singapore,,0.961948900779985,Medium,5,2,435.32,659.18,396.72
SHIP00357,1041,4317,Sea,Kolkata,Dubai,1.37,0.986480467710545,Medium,1,1,431.96,189.03,648.61
SHIP00358,4192,3448,Rail,Mumbai,London,0.62,1.09495253755483,Low,4,4,431.71,174.01,481.94
SHIP00359,4414,2809,Air,Bangalore,London,,1.00576025656662,Low,2,3,431.75,802.11,965.58
SHIP00360,4515,538,Road,Delhi,London,0.66,0.944166497070999,Medium,9,4,101.33,805.09,298.11
SHIP00361,685,1535,Rail,Chennai,Dubai,1.39,0.939824263798877,Medium,8,4,428.31,696.51,227.7
SHIP00362,1743,3709,Road,Delhi,New York,0.59,0.883856665543032,Low,3,3,71.41,439.98,187.6
SHIP00363,1732,3285,Road,Bangalore,New York,1.35,1.15424463920493,Low,7,4,213.09,595.01,525.82
SHIP00364,4802,,Rail,Chennai,London,1.48,0.965661531597792,Medium,7,3,496.41,634.27,1035.27
SHIP00365,169,3545,Sea,Bangalore,Los Angeles,0.72,1.10094517474007,High,6,4,351.92,695.15,230.85
SHIP00366,880,806,Road,Chennai,Los Angeles,1.23,1.02950483858093,High,3,2,326.92,271.95,162.47
SHIP00367,3725,2574,Air,Bangalore,Singapore,1.95,1.10163746086183,High,9,2,121.2,539.84,3230.02
SHIP00368,1419,4300,Air,Delhi,New York,1.75,0.928363978364092,Low,9,1,370.97,998.3,1739.5
SHIP00369,790,306,Rail,Mumbai,Los Angeles,,1.10080350141213,High,6,4,278.31,217.13,198.06
SHIP00370,166,1829,Air,Chennai,London,1.28,1.11598731728894,High,3,2,245.92,123.64,463.04
SHIP00371,2888,4819,Rail,Delhi,Singapore,1.09,0.841712033143608,Low,4,2,124.66,115.72,583.23
SHIP00372,1200,2165,Rail,Bangalore,New York,1.18,0.836585512043981,Low,5,2,71.13,683.69,270.39
SHIP00373,1981,,Road,Delhi,Singapore,1.65,1.19419828752886,Low,9,0,122.06,823.96,725.12
SHIP00374,1062,4818,Rail,Chennai,Los Angeles,,0.847181601299078,High,3,4,257.54,275.45,469.31
SHIP00375,1714,1522,Rail,Delhi,London,1.65,1.07393634814862,High,9,1,482.65,82.51,526.28
SHIP00376,1131,308,Sea,Bangalore,London,1.95,1.09912529269951,High,5,2,133.77,728.95,413.12
SHIP00377,4779,4125,Road,Kolkata,London,1.46,0.825404326435286,High,6,3,341.99,759.98,824.46
SHIP00378,562,356,Air,Mumbai,Los Angeles,1.4,1.09860437319559,Low,2,0,95.99,300.46,341.45
SHIP00379,2899,1168,Sea,Mumbai,Dubai,1.11,0.967805978341958,High,2,4,209.73,64.23,561.25
SHIP00380,,3067,Sea,Kolkata,London,0.8,0.909869601378012,Low,2,1,145.5,809.55,233.93
SHIP00381,3722,4391,Road,Chennai,Dubai,1.06,1.06613225754582,Medium,7,2,179.26,392.96,668.74
SHIP00382,4633,2830,Road,Delhi,London,1.28,1.13324979560756,Medium,6,3,119.03,543.77,3327.20548465017
SHIP00383,3393,1708,Sea,Delhi,Dubai,0.55,1.02911780095544,Medium,7,0,486.86,904.98,360.58
SHIP00384,4120,236,Road,Kolkata,New York,1.21,1.14825103984143,High,3,3,172.71,245.34,588.82
SHIP00385,4849,1847,Road,Kolkata,New York,1.79,0.808942383738059,Low,4,3,437.44,173.77,835.86
SHIP00386,1520,974,Rail,Bangalore,London,1.96,1.0954419154295,Medium,6,0,175.18,602.93,517.1
SHIP00387,630,834,Road,Bangalore,Singapore,1.78,0.867760990032574,Low,3,3,261.17,682.77,161.72
SHIP00388,2344,3494,Rail,Mumbai,Singapore,0.76,0.914429582173993,High,1,2,457.98,423.84,341.17
SHIP00389,3197,3246,Sea,Chennai,Los Angeles,0.73,1.02890095555535,High,6,0,117.07,80.3,2059.50719979987
SHIP00390,4299,,Sea,Chennai,New York,1.09,0.909778042785748,Medium,2,4,235.86,134.77,744.34
SHIP00391,1729,390,Air,Kolkata,New York,0.84,0.867261541713269,Medium,7,0,474.57,304.2,420.49
SHIP00392,3556,612,Road,Mumbai,Singapore,1.51,1.15419928753658,Medium,5,1,427.15,259.31,673.09
SHIP00393,2794,4796,Sea,Mumbai,London,0.63,1.1626893801225,High,1,2,274.75,349.19,570.47
SHIP00394,3406,3049,Rail,Bangalore,Los Angeles,1.17,0.814548567101137,High,9,4,128.05,561.78,563.86
SHIP00395,4095,1243,Sea,Delhi,New York,0.92,1.00004845767399,Medium,2,2,277.51,103.07,650.91
SHIP00396,1293,3160,Road,Chennai,Los Angeles,1.39,0.881471532461773,High,2,2,419.51,265.13,352.01
SHIP00397,3168,,Air,Mumbai,New York,1.7,1.14536351757872,High,4,0,343.63,810.07,1885
SHIP00398,2191,2478,Air,Bangalore,Dubai,1.89,0.985008502827258,Medium,2,4,259.39,209.96,1915.65
SHIP00399,3109,3648,Sea,Bangalore,Dubai,1.95,0.991383097117252,High,6,0,130.01,334.3,1430.47
SHIP00400,4598,2422,Air,Bangalore,Los Angeles,1.03,1.05098906526799,High,5,1,322.11,484.2,1886.51
SHIP00401,3009,4606,Road,Delhi,Singapore,1.78,0.822249630754024,Low,3,1,155.8,204.19,777.47
SHIP00402,2315,893,Road,Mumbai,Singapore,1.39,0.850919229727478,Low,2,1,16.06,770.88,326.62
SHIP00403,2529,623,Air,Kolkata,New York,1.54,0.999354064754685,Low,6,0,196.07,76.63,1311.46
SHIP00404,4696,4264,Rail,Kolkata,Dubai,1.78,1.18668276636517,High,2,0,108.89,457.07,1730.73
SHIP00405,,2646,Air,Bangalore,Dubai,0.7,1.13744222785568,High,4,1,447.96,569.42,2724.94829672991
SHIP00406,1807,4791,Air,Bangalore,Los Angeles,,1.15574446205865,Low,5,0,69.17,168.1,2797.64
SHIP00407,,,Sea,Delhi,Los Angeles,1.32,0.854862010663511,Low,8,3,176.2,703.34,891.34
SHIP00408,2120,2123,Rail,Bangalore,Singapore,1,1.18344956578017,Low,1,3,115.25,142.42,451.82
SHIP00409,,1563,Air,Mumbai,Singapore,1.01,1.09199701268014,Medium,7,3,92.72,578.39,1217.79
SHIP00410,3301,1018,Sea,Bangalore,Singapore,1.63,0.930274015982214,Low,6,2,252.68,902.19,866.59
SHIP00411,3780,2246,Sea,Bangalore,London,1.52,1.1457868645349,Low,3,4,490.74,206.76,1280.86
SHIP00412,2539,1561,Sea,Mumbai,Dubai,1.59,1.09892394075236,Low,1,4,197.18,592.41,870.02
SHIP00413,1681,704,Road,Chennai,Dubai,0.88,1.09460390613642,Medium,2,4,249.32,833.15,
SHIP00414,2866,3042,Sea,Kolkata,Los Angeles,0.76,1.09384819318423,Medium,1,1,321.86,254.51,547.05
SHIP00415,1065,4700,Sea,Bangalore,Dubai,1.58,1.12034145329037,High,3,3,349.53,67.92,906.75
SHIP00416,1398,,Road,Mumbai,Los Angeles,0.95,1.17941166418617,Low,1,3,230.98,70.32,412.66
SHIP00417,4661,342,Road,Kolkata,London,0.83,0.854748688230459,Low,5,0,49.26,282.74,342.8
SHIP00418,3137,2651,Sea,Delhi,Singapore,0.82,1.1998089707452,High,6,2,421.17,730.24,658.56
SHIP00419,2889,4576,Air,Chennai,London,0.72,1.14893584694562,Low,1,2,280.56,372.22,1284.78
SHIP00420,385,4462,Rail,Bangalore,Singapore,1.14,0.976650881877015,High,1,3,239.44,505.38,349.51
SHIP00421,4642,4543,Road,Chennai,Singapore,0.89,0.862975149155501,Low,4,0,422.24,104.9,530.99
SHIP00422,945,1638,Rail,Bangalore,Los Angeles,1.84,0.981515354658632,Low,4,3,303.16,887.41,382.29
SHIP00423,3596,645,Road,Bangalore,Singapore,1.53,1.11144469856678,Low,8,1,114.08,439.44,666.34
SHIP00424,901,2643,Sea,Bangalore,London,1.62,1.04098138694204,High,7,1,217.47,798.68,562.2
SHIP00425,1737,2173,Road,Chennai,New York,1.11,0.911820366410089,High,7,4,347.25,65.7,285.77
SHIP00426,1981,1993,Sea,Delhi,Los Angeles,1.4,0.962717885464146,High,9,4,492.96,714.8,601.96
SHIP00427,3796,965,Rail,Mumbai,Singapore,1.25,1.18171953995068,High,8,3,310.03,526.35,758.4
SHIP00428,2477,3919,Air,Mumbai,Singapore,0.75,1.12152834225263,High,3,4,105.26,297.03,1119.52
SHIP00429,1618,2844,Sea,Delhi,Dubai,0.57,0.849627750298753,Medium,4,3,18.49,730.03,
SHIP00430,4050,3128,Rail,Delhi,Los Angeles,1.53,1.01815678469939,High,8,2,158.75,515.93,1049.45
SHIP00431,2788,1025,Rail,Bangalore,Los Angeles,0.68,1.1723939506035,Low,5,1,219.65,621.18,315.75
SHIP00432,3548,,Road,Bangalore,London,0.59,0.813723515304174,Medium,5,0,315.14,748.23,197.34
SHIP00433,3963,3039,Sea,Mumbai,New York,1.16,0.817018947791846,Medium,8,0,105.41,134.97,779.4
SHIP00434,1116,3517,Rail,Bangalore,London,1.61,1.08669309245623,Medium,8,2,51.09,704.95,603.5
SHIP00435,4430,1501,Air,Bangalore,London,1.65,1.03021825163996,Medium,6,3,119.6,456.01,2641.84
SHIP00436,2494,3873,Road,Delhi,London,1.81,0.818399785723955,High,9,1,271.87,933.88,656.29
SHIP00437,4157,3982,Road,Chennai,New York,0.8,1.19840659409114,Low,4,3,73.82,884.64,589.42
SHIP00438,3423,2078,Rail,Kolkata,London,1.98,1.03203811828371,High,1,3,85.21,765,
SHIP00439,4019,412,Sea,Kolkata,Los Angeles,1.64,0.996771897433338,High,2,2,449.09,746.47,1035.99
SHIP00440,2596,2479,Road,Bangalore,New York,0.74,0.979078815626965,Medium,1,2,53.79,890.58,277.89
SHIP00441,803,3682,Sea,Bangalore,Singapore,,1.08027357472392,High,4,4,352.5,806.01,754.05
SHIP00442,,2368,Rail,Kolkata,Dubai,1.25,0.983342811064982,Medium,9,2,22.1,964.3,489.11
SHIP00443,2824,3135,Rail,Delhi,Dubai,0.6,1.0636307116316,High,6,4,297.63,870.08,336.31
SHIP00444,2946,,Sea,Kolkata,Los Angeles,0.7,0.995333685261152,Medium,6,0,414.2,363.01,433.04
SHIP00445,4235,3648,Air,Kolkata,Dubai,1.15,1.04428710421289,Medium,6,4,271.84,713.02,2182.93
SHIP00446,825,4379,Road,Kolkata,Dubai,1.3,1.12207445212642,Medium,1,4,135.17,872.62,439.72
SHIP00447,1675,1781,Rail,Bangalore,Dubai,1.92,1.12686723471114,Medium,1,0,19.95,819.66,666.08
SHIP00448,3119,76,Air,Bangalore,Singapore,0.82,1.13961928806575,High,3,1,14.88,641.54,885.05
SHIP00449,467,142,Air,Kolkata,Dubai,1.21,0.881187887072224,High,5,3,412.41,528.44,
SHIP00450,164,2714,Sea,Bangalore,London,,0.824447960222947,Low,2,3,317.68,129.24,158
SHIP00451,666,358,Sea,Kolkata,Los Angeles,1.34,1.13445538957434,Low,1,2,232.98,354.43,192.68
SHIP00452,4024,101,Sea,Delhi,Los Angeles,1.86,0.816919138132514,Medium,9,2,258.05,624.94,928.66
SHIP00453,3317,368,Air,Bangalore,Los Angeles,1.35,0.885396298644393,Low,1,1,270.05,599.08,1255.41
SHIP00454,,2042,Road,Chennai,Singapore,1.27,1.01047951938741,Low,4,2,185.68,762.11,243.32
SHIP00455,1566,4326,Sea,Bangalore,Singapore,1.63,1.14217337210668,Medium,9,3,416.92,882.3,1041.37
SHIP00456,3196,3941,Road,Delhi,Dubai,0.72,1.15871251222932,Medium,2,4,496.88,583.72,1634.70349942866
SHIP00457,,4792,Sea,Delhi,London,1.86,1.051220261847,Medium,3,4,260.56,660.62,838.22
SHIP00458,778,4006,Air,Bangalore,Dubai,1.37,1.18670347735976,Low,4,2,251.82,454.55,1356.39
SHIP00459,3398,2742,Road,Mumbai,Los Angeles,1.53,1.09197717404273,Medium,2,3,464.07,105.73,796.77
SHIP00460,2858,3068,Road,Kolkata,London,1.73,1.0110897607868,Low,2,0,334.56,360.71,768.24
SHIP00461,725,2074,Air,Kolkata,Los Angeles,1.45,0.853748232589373,Medium,6,0,322.91,562.54,654.37
SHIP00462,,4481,Road,Delhi,London,1.46,0.97151420551554,Medium,5,4,40.28,518.33,816.37
SHIP00463,2554,1575,Air,Bangalore,New York,,1.1289363394413,High,5,3,249.87,585.04,1799.41
SHIP00464,3017,1328,Air,Mumbai,Singapore,0.58,0.913458880021684,High,9,4,304.73,644.14,585.06
SHIP00465,2836,563,Rail,Chennai,Singapore,1.07,1.03130845796128,Medium,7,3,410.96,115.58,412.82
SHIP00466,1172,,Sea,Kolkata,Los Angeles,1.94,1.19337380151848,High,9,0,369.4,61.71,1168.74
SHIP00467,4129,1783,Rail,Mumbai,Los Angeles,0.89,0.869769574070414,High,1,2,495.32,266.53,
SHIP00468,1621,3420,Air,Kolkata,New York,1.31,0.840582903005865,High,2,1,48.37,561.19,1100.39
SHIP00469,,3971,Air,Bangalore,Dubai,0.76,1.11823867153654,High,5,2,277.97,373.2,1065.34
SHIP00470,1737,2550,Road,Kolkata,London,,0.809968726848905,Low,7,3,64.39,602.53,239.08
SHIP00471,4182,3514,Air,Chennai,New York,1.58,1.05730237417024,High,8,4,403.88,656.11,2976.4
SHIP00472,3901,2309,Air,Bangalore,New York,1.46,0.93429799760196,Medium,7,4,291.79,216.04,2068.82
SHIP00473,3490,,Air,Delhi,Los Angeles,1.12,1.08952552451526,High,9,0,144.26,607.73,2158.59
SHIP00474,3816,4739,Sea,Mumbai,Los Angeles,1.91,0.848101268935682,Medium,3,0,225.73,996.07,1502.96
SHIP00475,2376,2709,Rail,Kolkata,Dubai,,0.93201757692023,Low,5,2,466.25,964.32,692.6
SHIP00476,2964,305,Rail,Bangalore,Dubai,0.9,0.806814761514236,Medium,6,2,391.98,385.59,271.56
SHIP00477,4002,,Sea,Bangalore,Los Angeles,1.2,0.894036397598586,Medium,7,1,270.58,243.45,768.91
SHIP00478,645,4706,Sea,Kolkata,Singapore,1.82,0.993303460887241,High,7,3,402.52,910.91,812.97
SHIP00479,778,2160,Sea,Delhi,Dubai,0.53,0.871045364995915,Medium,4,2,25,764.16,128.66
SHIP00480,1415,456,Rail,Kolkata,New York,1.37,1.03986221376826,Medium,1,2,449.56,274.93,280.88
SHIP00481,4542,2899,Rail,Delhi,Los Angeles,0.85,0.847258649111813,Low,8,0,378.47,364.96,517.79
